"engine","workload","input","sample_index","operation_count","total_us","us_per_operation","before_working_set_bytes","after_ready_working_set_bytes","after_finalize_working_set_bytes","peak_working_set_bytes"
"yune","startup_warm_shared_assets_runtime_ready","","0","1","859440.100","859440.100","14909440","170561536","170569728","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","1","1","50558.000","50558.000","170696704","170737664","170737664","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","2","1","51976.000","51976.000","170737664","170737664","170737664","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","3","1","50065.200","50065.200","170737664","170762240","170762240","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","4","1","46688.800","46688.800","170762240","170786816","170786816","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","5","1","53220.100","53220.100","170786816","170790912","170790912","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","6","1","49387.200","49387.200","170799104","170799104","170799104","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","7","1","48269.700","48269.700","170799104","170823680","170823680","182874112"
"yune","startup_warm_shared_assets_runtime_ready","","8","1","48836.200","48836.200","170823680","170823680","170823680","182874112"
"yune","session_create_select_destroy","","0","1","48861.900","48861.900","170872832","170872832","0","182874112"
"yune","session_create_select_destroy","","1","1","48125.500","48125.500","170872832","170872832","0","182874112"
"yune","session_create_select_destroy","","2","1","46472.400","46472.400","170872832","170889216","0","182874112"
"yune","session_create_select_destroy","","3","1","48110.200","48110.200","170889216","170889216","0","182874112"
"yune","session_create_select_destroy","","4","1","46917.200","46917.200","170889216","170897408","0","182874112"
"yune","session_create_select_destroy","","5","1","50385.200","50385.200","170897408","170897408","0","182874112"
"yune","session_create_select_destroy","","6","1","48329.000","48329.000","170897408","170897408","0","182874112"
"yune","session_create_select_destroy","","7","1","48502.100","48502.100","170897408","170909696","0","182874112"
"yune","session_create_select_destroy","","8","1","48637.300","48637.300","170909696","170909696","0","182874112"
"yune","key_sequence_process_with_context","ni","0","2","5950.100","2975.050","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","1","2","5964.700","2982.350","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","2","2","5922.600","2961.300","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","3","2","5855.800","2927.900","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","4","2","6218.500","3109.250","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","5","2","5865.400","2932.700","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","6","2","5797.400","2898.700","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","7","2","5749.600","2874.800","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","8","2","5801.900","2900.950","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","9","2","5807.000","2903.500","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","10","2","5841.000","2920.500","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","11","2","5716.400","2858.200","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","12","2","5747.300","2873.650","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","13","2","5750.900","2875.450","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","14","2","5865.000","2932.500","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","15","2","5778.200","2889.100","171999232","171999232","0","182874112"
"yune","key_sequence_process_with_context","ni","16","2","5756.600","2878.300","171999232","171999232","0","182874112"
